"Date","Price","Open","High","Low","Vol","Change"
"12/14/2023","65,450.19","65,323.06","65,622.56","64,437.70","","0.26%"
"12/13/2023","65,280.16","66,764.30","67,093.96","64,427.39","","-1.73%"
"12/12/2023","66,426.78","66,121.14","66,604.04","66,121.14","","0.63%"
"12/11/2023","66,012.33","66,162.29","66,564.04","65,129.00","","-0.32%"
"12/08/2023","66,223.63","65,055.17","66,273.73","65,055.17","","2.33%"
"12/07/2023","64,718.08","64,159.02","64,958.10","63,853.05","","1.47%"
"12/06/2023","63,778.75","63,205.42","64,038.83","63,188.72","","1.19%"
"12/05/2023","63,028.13","62,653.40","63,036.51","62,215.19","","0.72%"
"12/04/2023","62,575.35","62,061.57","62,912.61","62,061.57","","1.43%"
"12/01/2023","61,691.25","60,667.83","61,779.73","60,576.42","","1.92%"
"11/30/2023","60,526.77","60,787.90","60,981.68","60,428.14","","0.05%"
"11/29/2023","60,498.96","60,916.67","61,555.84","60,328.18","","-0.57%"
"11/28/2023","60,845.53","60,023.86","60,845.61","60,023.86","","1.79%"
"11/27/2023","59,774.06","59,298.90","59,896.08","58,999.31","","1.02%"
"11/24/2023","59,173.34","59,059.56","59,502.28","58,990.21","","0.45%"
"11/23/2023","58,910.80","58,246.21","58,920.41","58,246.21","","1.26%"
"11/22/2023","58,178.27","57,418.50","58,405.92","57,418.50","","1.34%"
"11/21/2023","57,408.18","57,176.46","57,691.22","57,176.46","","0.60%"
"11/20/2023","57,065.99","57,099.82","57,309.27","56,738.40","","0.09%"
"11/17/2023","57,016.96","57,503.68","57,750.93","56,977.02","","-0.57%"
"11/16/2023","57,344.16","56,838.66","57,549.27","56,531.54","","1.02%"
"11/15/2023","56,765.28","56,793.35","56,846.68","56,433.05","","0.21%"
"11/14/2023","56,644.58","56,732.99","56,873.99","56,118.18","","0.21%"
"11/13/2023","56,526.71","55,644.68","56,583.59","55,644.68","","2.03%"
"11/10/2023","55,399.66","54,371.75","55,506.33","54,371.75","","2.01%"
"11/08/2023","54,307.37","53,720.46","54,419.65","53,720.46","","0.92%"
"11/07/2023","53,810.82","53,977.16","54,312.90","53,711.47","","-0.24%"
"11/06/2023","53,941.04","53,286.64","53,944.89","53,166.86","","1.44%"
"11/03/2023","53,175.72","52,916.99","53,263.07","52,782.21","","0.90%"
"11/02/2023","52,701.43","52,421.09","52,706.01","52,239.59","","0.66%"
"11/01/2023","52,357.05","52,075.16","52,451.21","52,075.16","","0.73%"
"10/31/2023","51,976.31","51,633.00","52,088.71","51,508.58","","0.96%"
"10/30/2023","51,482.93","50,971.84","51,501.82","50,971.84","","1.03%"
"10/27/2023","50,958.45","51,219.11","51,269.74","50,834.72","","-0.39%"
"10/26/2023","51,158.40","51,341.92","51,520.68","51,140.64","","0.06%"
"10/25/2023","51,125.32","51,023.31","51,483.85","51,023.31","","0.11%"
"10/24/2023","51,068.15","51,121.92","51,121.92","50,624.38","","-0.01%"
"10/23/2023","51,072.73","50,924.38","51,419.87","50,924.38","","0.79%"
"10/20/2023","50,674.52","50,417.99","50,952.67","50,332.76","","0.70%"
"10/19/2023","50,323.97","49,487.16","50,399.92","49,436.92","","1.86%"
"10/18/2023","49,406.19","49,496.19","49,740.98","49,383.72","","-0.25%"
"10/17/2023","49,527.88","49,792.49","50,017.45","49,508.42","","-0.39%"
"10/16/2023","49,719.87","49,705.41","49,919.03","49,317.59","","0.46%"
"10/13/2023","49,493.47","48,821.58","49,520.38","48,767.59","","1.48%"
"10/12/2023","48,771.71","48,520.71","48,830.26","48,359.38","","0.56%"
"10/11/2023","48,501.80","48,210.60","48,516.64","48,208.30","","0.74%"
"10/10/2023","48,143.50","47,752.69","48,166.36","47,708.11","","0.85%"
"10/09/2023","47,736.61","47,376.59","47,775.73","47,217.74","","0.48%"
"10/06/2023","47,508.67","47,545.30","47,619.26","47,402.58","","0.05%"
"10/05/2023","47,484.56","47,152.98","47,484.56","47,152.98","","0.86%"
"10/04/2023","47,079.83","46,760.83","47,199.50","46,748.79","","0.69%"
"10/03/2023","46,756.80","46,685.93","46,820.72","46,670.79","","0.28%"
"10/02/2023","46,627.08","46,294.62","46,704.64","46,294.62","","0.85%"
"09/28/2023","46,232.59","46,464.29","46,469.60","46,177.50","","-0.38%"
"09/27/2023","46,408.02","46,291.28","46,448.34","46,238.12","","0.21%"
"09/26/2023","46,308.54","46,399.88","46,503.82","46,258.96","","-0.18%"
"09/25/2023","46,394.32","46,486.05","46,590.26","46,305.88","","-0.09%"
"09/22/2023","46,436.41","46,322.34","46,500.45","46,182.00","","0.28%"
"09/21/2023","46,304.73","45,917.50","46,309.80","45,733.44","","0.81%"
"09/20/2023","45,932.52","45,947.39","46,035.09","45,808.11","","0.04%"
"09/19/2023","45,914.18","45,850.20","46,036.04","45,850.20","","0.17%"
"09/18/2023","45,837.42","45,824.42","45,907.08","45,662.70","","0.18%"
"09/15/2023","45,753.51","45,986.58","46,093.01","45,700.65","","0.23%"
"09/14/2023","45,650.05","45,581.72","45,776.97","45,581.49","","0.13%"
"09/13/2023","45,590.92","45,507.73","45,732.73","45,500.22","","0.18%"
"09/12/2023","45,508.39","45,902.72","45,902.72","45,468.27","","-0.78%"
"09/11/2023","45,865.73","46,071.19","46,174.69","45,678.15","","-0.32%"
"09/08/2023","46,013.48","45,812.70","46,077.39","45,728.89","","0.56%"
"09/07/2023","45,757.23","45,854.24","46,035.81","45,703.53","","-0.11%"
"09/06/2023","45,807.57","45,515.03","45,854.19","45,460.28","","0.69%"
"09/05/2023","45,491.48","45,825.12","45,950.68","45,417.00","","-0.47%"
"09/04/2023","45,707.42","45,461.58","45,788.74","45,448.02","","0.87%"
"09/01/2023","45,312.65","45,005.74","45,358.29","44,795.82","","0.69%"
"08/31/2023","45,002.41","46,286.73","46,358.02","44,459.63","","-2.69%"
"08/30/2023","46,244.55","46,771.14","46,857.88","46,101.34","","-1.12%"
"08/29/2023","46,770.41","47,322.44","47,372.09","46,598.24","","-1.49%"
"08/28/2023","47,478.61","47,732.79","47,733.51","47,399.28","","-0.40%"
"08/25/2023","47,671.21","47,818.32","47,853.55","47,570.31","","-0.17%"
"08/24/2023","47,750.76","47,463.68","47,994.19","47,463.68","","0.70%"
"08/23/2023","47,418.63","47,503.35","47,588.24","47,007.66","","0.00%"
"08/22/2023","47,417.90","47,451.64","47,675.22","47,359.18","","-0.06%"
"08/21/2023","47,447.95","48,141.31","48,234.26","47,432.72","","-1.60%"
"08/18/2023","48,218.49","48,406.43","48,615.14","48,196.19","","-0.22%"
"08/17/2023","48,325.84","47,961.18","48,397.38","47,893.71","","0.37%"
"08/16/2023","48,146.43","48,575.05","48,614.47","48,108.88","","-0.86%"
"08/15/2023","48,565.75","48,478.19","48,794.13","48,293.03","","0.29%"
"08/11/2023","48,424.40","47,968.51","48,898.82","47,968.51","","1.29%"
"08/10/2023","47,808.34","48,503.90","48,622.91","47,626.75","","-0.87%"
"08/09/2023","48,227.60","47,322.66","48,334.54","47,262.38","","1.68%"
"08/08/2023","47,429.82","48,359.55","48,415.46","47,335.32","","-1.98%"
"08/07/2023","48,386.25","48,716.46","49,034.92","48,276.54","","-0.41%"
"08/04/2023","48,585.71","48,584.59","48,840.27","48,427.99","","-0.05%"
"08/03/2023","48,611.18","48,993.33","49,404.50","48,541.35","","-0.31%"
"08/02/2023","48,764.55","48,277.82","48,852.05","48,178.89","","1.11%"
"08/01/2023","48,230.50","48,326.51","48,441.84","47,998.27","","0.41%"
"07/31/2023","48,034.59","47,372.54","48,126.50","47,372.54","","1.90%"
"07/27/2023","47,139.06","46,779.75","47,393.47","46,779.75","","0.89%"
"07/26/2023","46,724.58","46,531.52","46,724.58","46,499.37","","0.70%"
"07/25/2023","46,399.22","46,063.60","46,540.88","46,019.63","","0.72%"
"07/24/2023","46,065.55","46,070.67","46,195.71","45,872.67","","0.39%"
"07/21/2023","45,888.26","45,392.37","46,122.16","45,391.55","","1.02%"
"07/20/2023","45,426.58","45,079.61","45,451.65","45,067.96","","0.75%"
"07/19/2023","45,086.33","45,101.57","45,227.49","44,928.03","","0.15%"
"07/18/2023","45,019.59","45,157.50","45,240.21","44,848.39","","-0.06%"
"07/17/2023","45,047.35","45,114.91","45,283.31","45,013.98","","-0.05%"
"07/14/2023","45,071.94","45,289.44","45,488.45","45,043.17","","-0.50%"
"07/13/2023","45,296.52","45,808.98","45,971.00","45,255.58","","-0.62%"
"07/12/2023","45,581.13","45,297.24","45,582.31","45,200.35","","0.89%"
"07/11/2023","45,179.23","44,691.46","45,250.49","44,691.46","","1.39%"
"07/10/2023","44,561.82","44,275.02","44,601.78","44,260.11","","0.63%"
"07/07/2023","44,284.92","44,179.14","44,293.51","44,086.74","","0.17%"
"07/06/2023","44,211.72","43,691.55","44,212.77","43,550.14","","1.51%"
"07/05/2023","43,553.81","43,536.60","44,041.26","43,464.06","","0.12%"
"07/04/2023","43,502.89","44,511.52","44,511.52","43,488.38","","-0.91%"
"07/03/2023","43,903.29","43,683.78","43,933.95","43,404.70","","5.91%"
"06/27/2023","41,452.68","41,431.86","41,606.25","41,208.20","","0.16%"
"06/26/2023","41,386.57","40,334.05","41,491.88","40,334.05","","3.23%"
"06/23/2023","40,090.36","40,175.95","40,235.58","39,894.43","","-0.23%"
"06/22/2023","40,181.84","40,231.16","40,378.60","40,091.38","","-0.12%"
"06/21/2023","40,229.76","40,693.22","40,804.88","40,191.25","","-1.03%"
"06/20/2023","40,647.48","40,638.86","40,739.98","40,507.18","","-0.01%"
"06/19/2023","40,650.45","41,411.76","41,484.33","40,610.28","","-1.66%"
"06/16/2023","41,335.53","41,467.91","41,612.67","41,280.16","","-0.17%"
"06/15/2023","41,404.50","41,631.57","41,639.34","41,269.13","","-0.32%"
"06/14/2023","41,536.87","41,594.97","41,744.44","41,448.61","","0.00%"
"06/13/2023","41,536.16","41,887.60","42,025.54","41,522.64","","-0.57%"
"06/12/2023","41,772.33","41,915.66","42,029.14","41,715.31","","-0.32%"
"06/09/2023","41,904.86","41,735.08","41,931.83","41,677.14","","0.57%"
"06/08/2023","41,668.07","42,223.62","42,307.12","41,648.84","","-1.07%"
"06/07/2023","42,119.22","41,975.36","42,231.63","41,924.49","","0.49%"
"06/06/2023","41,912.88","41,752.64","42,026.94","41,751.21","","0.66%"
"06/05/2023","41,638.53","41,390.47","41,681.68","41,375.58","","0.68%"
"06/02/2023","41,356.24","41,258.43","41,403.44","41,237.41","","0.20%"
"06/01/2023","41,273.72","41,388.20","41,481.54","41,226.95","","-0.16%"
"05/31/2023","41,337.82","41,726.69","41,852.24","41,265.04","","-0.79%"
"05/30/2023","41,665.85","41,362.07","41,693.47","41,362.07","","0.76%"
"05/29/2023","41,350.25","41,005.15","41,649.14","41,005.15","","0.85%"
"05/26/2023","41,002.60","41,055.62","41,148.56","40,783.80","","-0.16%"
"05/25/2023","41,070.30","41,165.06","41,219.03","40,956.88","","-0.07%"
"05/24/2023","41,098.48","41,128.92","41,342.23","41,064.40","","-0.04%"
"05/23/2023","41,116.63","41,224.39","41,295.65","41,098.70","","-0.21%"
"05/22/2023","41,203.50","41,600.63","41,690.28","41,155.48","","-0.99%"
"05/19/2023","41,614.87","41,462.64","41,628.79","41,354.33","","0.34%"
"05/18/2023","41,472.20","41,878.59","41,964.27","41,411.64","","-0.87%"
"05/17/2023","41,835.57","42,083.63","42,110.03","41,818.34","","-0.34%"
"05/16/2023","41,980.13","41,827.94","42,081.58","41,817.01","","0.63%"
"05/15/2023","41,716.26","41,498.01","41,716.26","41,310.19","","0.55%"
"05/12/2023","41,487.58","41,325.63","41,649.15","41,299.39","","0.39%"
"05/11/2023","41,325.63","41,074.95","41,498.77","41,074.95","","0.61%"
"05/10/2023","41,074.95","41,373.81","41,407.09","41,041.32","","-0.72%"
"05/09/2023","41,373.81","41,829.49","41,830.35","41,277.73","","-1.09%"
"05/08/2023","41,829.49","42,241.98","42,389.22","41,767.45","","-0.98%"
"05/05/2023","42,241.98","42,093.80","42,323.29","41,962.90","","0.35%"
"05/04/2023","42,093.80","42,087.93","42,336.44","42,055.90","","0.01%"
"05/03/2023","42,087.93","41,927.64","42,171.68","41,915.81","","0.38%"
"05/02/2023","41,927.64","41,580.85","41,990.15","41,580.85","","0.83%"
"04/28/2023","41,580.85","41,463.91","41,790.68","41,463.91","","0.28%"
"04/27/2023","41,463.91","41,099.58","41,518.74","41,081.07","","0.89%"
"04/26/2023","41,099.58","41,007.82","41,363.89","41,007.82","","0.22%"
"04/20/2023","41,007.82","40,499.34","41,086.67","40,499.34","","1.26%"
"04/19/2023","40,499.34","40,448.05","40,532.76","40,289.95","","0.13%"
"04/18/2023","40,448.05","40,246.67","40,484.29","40,221.08","","0.50%"
"04/17/2023","40,246.66","40,205.54","40,372.80","40,182.37","","0.10%"
"04/13/2023","40,205.54","40,126.05","40,418.60","40,126.05","","0.20%"
"04/12/2023","40,126.05","39,804.71","40,172.76","39,803.95","","0.81%"
"04/11/2023","39,804.71","39,835.90","39,919.99","39,723.01","","-0.08%"
"04/10/2023","39,835.90","40,049.65","40,183.81","39,815.86","","-0.53%"
"04/07/2023","40,049.65","40,350.89","40,549.86","40,005.04","","-0.75%"
"04/06/2023","40,350.89","39,717.15","40,374.33","39,717.15","","1.60%"
"04/05/2023","39,717.15","39,687.26","39,910.05","39,664.98","","0.08%"
"04/04/2023","39,687.26","39,889.90","39,920.35","39,482.17","","-0.51%"
"04/03/2023","39,889.90","40,000.83","40,077.77","39,860.62","","-0.28%"
"03/31/2023","40,000.83","39,848.35","40,000.83","39,729.44","","0.38%"
"03/30/2023","39,848.35","39,879.89","40,005.07","39,796.69","","-0.08%"
"03/29/2023","39,879.89","40,082.37","40,186.11","39,866.25","","-0.51%"
"03/28/2023","40,082.37","40,000.37","40,203.77","40,000.37","","0.20%"
"03/27/2023","40,000.37","39,942.05","40,066.73","39,845.06","","0.15%"
"03/24/2023","39,942.05","40,376.10","40,440.70","39,922.89","","-1.08%"
"03/22/2023","40,376.10","40,877.98","40,996.72","40,352.71","","-1.23%"
"03/21/2023","40,877.98","40,918.45","40,990.12","40,696.74","","-0.10%"
"03/20/2023","40,918.45","41,329.95","41,398.03","40,909.24","","-1.00%"
"03/17/2023","41,329.95","41,694.09","41,808.88","41,270.81","","-0.87%"
"03/16/2023","41,694.09","41,874.04","42,119.03","41,639.50","","-0.43%"
"03/15/2023","41,874.04","41,816.43","42,010.06","41,607.05","","0.14%"
"03/14/2023","41,816.43","41,856.85","41,953.78","41,705.82","","-0.10%"
"03/13/2023","41,856.85","41,793.87","42,291.77","41,787.35","","0.15%"
"03/10/2023","41,793.87","41,585.54","41,902.02","41,585.54","","0.50%"
"03/09/2023","41,585.54","41,358.93","41,648.08","41,358.93","","0.55%"
"03/08/2023","41,358.93","41,334.69","41,618.66","41,334.69","","0.06%"
"03/07/2023","41,334.69","41,434.33","41,530.19","41,334.69","","-0.24%"
"03/06/2023","41,434.33","41,337.00","41,797.71","41,337.00","","0.24%"
"03/03/2023","41,337.00","40,670.88","41,359.11","40,487.28","","1.64%"
"03/02/2023","40,670.88","40,412.77","40,852.97","40,353.46","","0.64%"
"03/01/2023","40,412.77","40,510.37","40,539.87","40,029.72","","-0.24%"
"02/28/2023","40,510.37","40,784.13","40,810.04","40,436.36","","-0.67%"
"02/27/2023","40,784.13","40,707.76","40,820.09","40,616.60","","0.19%"
"02/24/2023","40,707.76","40,838.51","40,978.46","40,682.46","","-0.32%"
"02/23/2023","40,838.51","41,167.60","41,168.22","40,772.52","","-0.80%"
"02/22/2023","41,167.60","40,949.84","41,212.95","40,923.03","","0.53%"
"02/21/2023","40,949.84","40,673.64","40,966.71","40,673.64","","0.68%"
"02/20/2023","40,673.64","41,118.61","41,162.89","40,623.97","","-1.08%"
"02/17/2023","41,118.61","41,078.65","41,214.07","40,964.98","","0.10%"
"02/16/2023","41,078.65","41,326.86","41,619.20","41,024.78","","-0.60%"
"02/15/2023","41,326.85","41,150.16","41,457.76","40,918.85","","0.43%"
"02/14/2023","41,150.16","41,716.95","41,848.76","41,047.03","","-1.36%"
"02/13/2023","41,716.95","41,741.78","41,991.16","41,644.31","","-0.06%"
"02/10/2023","41,741.78","42,466.59","42,544.47","41,663.22","","-1.71%"
"02/09/2023","42,466.59","41,723.32","42,567.75","41,723.32","","1.78%"
"02/08/2023","41,723.32","41,522.76","41,846.85","41,404.62","","0.48%"
"02/07/2023","41,522.76","41,190.77","41,763.95","41,190.77","","0.81%"
"02/06/2023","41,190.77","40,471.16","41,302.29","40,471.16","","1.78%"
"02/03/2023","40,471.16","40,733.51","40,872.87","40,329.75","","-0.64%"
"02/02/2023","40,733.51","40,619.95","40,826.67","40,444.91","","0.28%"
"02/01/2023","40,619.94","40,673.06","40,985.46","40,611.15","","-0.13%"
"01/31/2023","40,673.06","39,871.27","40,717.26","39,871.27","","2.01%"
"01/30/2023","39,871.27","40,450.53","40,666.96","39,844.39","","-1.43%"
"01/27/2023","40,450.53","40,846.53","41,095.56","40,402.72","","-0.97%"
"01/26/2023","40,846.53","39,784.90","40,994.69","39,784.90","","2.67%"
"01/25/2023","39,784.90","39,055.65","39,945.62","39,055.65","","1.87%"
"01/24/2023","39,055.65","38,443.59","39,091.70","38,443.59","","1.59%"
"01/23/2023","38,443.59","38,407.98","38,553.12","38,135.53","","0.09%"
"01/20/2023","38,407.98","38,831.58","38,982.16","38,291.70","","-1.09%"
"01/19/2023","38,831.58","38,791.09","39,064.90","38,730.30","","0.10%"
"01/18/2023","38,791.09","38,342.21","38,945.97","38,257.56","","1.17%"
"01/17/2023","38,342.21","39,720.75","39,942.28","38,287.81","","-3.47%"
"01/16/2023","39,720.75","40,323.45","40,354.72","39,660.75","","-1.49%"
"01/13/2023","40,323.45","40,803.89","40,803.89","40,195.67","","-1.18%"
"01/12/2023","40,803.89","40,758.20","41,219.67","40,671.34","","0.11%"
"01/11/2023","40,758.20","40,801.51","40,984.67","40,597.35","","-0.11%"
"01/10/2023","40,801.50","40,504.76","40,986.44","40,504.76","","0.73%"
"01/09/2023","40,504.76","41,007.52","41,074.73","40,436.82","","-1.23%"
"01/06/2023","41,007.52","40,716.74","41,097.89","40,684.49","","0.71%"
"01/05/2023","40,716.74","40,539.30","40,790.74","40,539.30","","0.44%"
"01/04/2023","40,539.30","40,630.64","40,896.18","40,497.98","","-0.22%"
"01/03/2023","40,630.64","40,815.90","41,015.92","40,595.58","","-0.45%"
"01/02/2023","40,815.90","40,420.45","41,027.51","40,348.89","","0.98%"
"12/30/2022","40,420.45","39,747.35","40,420.45","39,694.12","","1.69%"
"12/29/2022","39,747.35","39,279.43","39,747.35","39,205.17","","1.19%"
"12/28/2022","39,279.43","39,802.91","39,866.99","39,027.51","","-1.32%"
"12/27/2022","39,802.91","40,155.16","40,315.77","39,705.66","","-0.88%"
"12/26/2022","40,155.16","39,669.20","40,367.43","39,669.20","","1.23%"
"12/23/2022","39,669.20","39,838.33","39,938.32","39,497.73","","-0.42%"
"12/22/2022","39,838.33","39,342.89","39,926.34","39,330.02","","1.26%"
"12/21/2022","39,342.89","39,832.45","40,022.37","39,276.70","","-1.23%"
"12/20/2022","39,832.45","40,970.82","41,037.14","39,533.29","","-2.78%"
"12/19/2022","40,970.82","41,301.48","41,393.37","40,814.95","","-0.80%"
"12/16/2022","41,301.48","41,179.76","41,393.97","41,087.59","","0.30%"
"12/15/2022","41,179.76","41,737.62","41,996.82","41,109.95","","-1.34%"
"12/14/2022","41,737.62","41,714.30","41,873.91","41,542.32","","0.06%"
"12/13/2022","41,714.30","41,540.55","41,770.57","41,512.43","","0.42%"
"12/12/2022","41,540.55","41,698.28","41,784.48","41,511.20","","-0.38%"
"12/09/2022","41,698.28","41,651.61","41,747.57","41,550.70","","0.11%"
"12/08/2022","41,651.61","41,819.29","41,927.37","41,598.94","","-0.40%"
"12/07/2022","41,819.29","41,539.94","41,900.81","41,539.94","","0.67%"
"12/06/2022","41,539.94","41,612.67","41,743.92","41,296.54","","-0.17%"
"12/05/2022","41,612.67","42,150.10","42,248.53","41,514.81","","-1.28%"
"12/02/2022","42,150.10","42,393.52","42,471.19","41,946.49","","-0.57%"
"12/01/2022","42,393.52","42,348.63","42,658.39","42,348.63","","0.11%"
"11/30/2022","42,348.63","42,373.59","42,515.63","42,274.16","","-0.06%"
"11/29/2022","42,373.59","42,071.34","42,438.08","42,042.48","","0.72%"
"11/28/2022","42,071.34","42,936.73","42,936.73","41,963.94","","-2.02%"
"11/25/2022","42,936.73","42,903.65","43,120.54","42,876.24","","0.08%"
"11/24/2022","42,903.65","42,880.31","43,014.60","42,865.38","","0.05%"
"11/23/2022","42,880.31","42,928.62","43,040.58","42,790.25","","-0.11%"
"11/22/2022","42,928.62","42,761.19","43,076.45","42,761.19","","0.39%"
"11/21/2022","42,761.19","42,730.24","42,853.94","42,664.53","","0.07%"
"11/18/2022","42,730.24","42,819.72","42,819.72","42,600.99","","-0.21%"
"11/17/2022","42,819.72","42,983.75","43,099.75","42,769.37","","-0.38%"
"11/16/2022","42,983.75","42,796.85","43,097.57","42,728.67","","0.44%"
"11/15/2022","42,796.85","42,850.83","43,035.78","42,748.71","","-0.13%"
"11/14/2022","42,850.83","43,092.95","43,092.95","42,761.88","","-0.56%"
"11/11/2022","43,092.95","42,901.27","43,120.83","42,805.88","","0.45%"
"11/10/2022","42,901.27","42,265.36","42,959.28","42,265.36","","1.50%"
"11/08/2022","42,265.36","42,047.36","42,313.64","42,047.36","","0.52%"
"11/07/2022","42,047.36","41,856.31","42,207.42","41,856.31","","0.46%"
"11/04/2022","41,856.31","42,090.71","42,090.71","41,720.90","","-0.56%"
"11/03/2022","42,090.71","41,944.59","42,173.46","41,887.51","","0.35%"
"11/02/2022","41,944.59","41,808.69","42,004.90","41,727.15","","0.33%"
"11/01/2022","41,808.69","41,264.66","41,833.43","41,264.66","","1.32%"
"10/31/2022","41,264.66","41,140.34","41,375.40","41,140.34","","0.30%"
"10/28/2022","41,140.33","41,602.86","41,641.51","41,115.21","","-1.11%"
"10/27/2022","41,602.85","41,540.03","41,711.66","41,318.66","","0.15%"
"10/26/2022","41,540.03","42,190.02","42,190.02","41,490.13","","-1.54%"
"10/25/2022","42,190.02","42,347.23","42,523.51","42,156.68","","-0.37%"
"10/24/2022","42,347.23","42,213.48","42,672.34","42,213.48","","0.32%"
"10/21/2022","42,213.48","42,137.04","42,245.51","41,793.64","","0.18%"
"10/20/2022","42,137.04","42,226.05","42,422.22","42,097.31","","-0.21%"
"10/19/2022","42,226.05","41,839.27","42,265.22","41,839.27","","0.92%"
"10/18/2022","41,839.26","41,755.45","42,007.23","41,755.45","","0.20%"
"10/17/2022","41,755.45","41,948.50","41,988.50","41,725.96","","-0.46%"
"10/14/2022","41,948.50","42,085.72","42,237.29","41,897.05","","-0.33%"
"10/13/2022","42,085.72","42,007.14","42,121.40","41,900.85","","0.19%"
"10/12/2022","42,007.14","42,155.48","42,195.36","41,950.98","","-0.35%"
"10/11/2022","42,155.48","42,211.64","42,410.83","42,053.81","","-0.13%"
"10/10/2022","42,211.64","42,085.25","42,441.29","42,071.67","","0.30%"
"10/07/2022","42,085.25","42,160.57","42,389.20","41,992.11","","-0.18%"
"10/06/2022","42,160.57","41,611.42","42,201.55","41,611.42","","1.32%"
"10/05/2022","41,611.42","41,350.43","41,668.46","41,350.43","","0.63%"
"10/04/2022","41,350.43","41,211.70","41,587.73","41,211.70","","0.34%"
"10/03/2022","41,211.70","41,128.67","41,403.73","41,090.52","","0.20%"
"09/30/2022","41,128.67","41,013.86","41,134.99","40,753.94","","0.28%"
"09/29/2022","41,013.86","41,435.13","41,435.13","40,910.82","","-1.02%"
"09/28/2022","41,435.13","41,518.23","41,820.95","41,391.18","","-0.20%"
"09/27/2022","41,518.23","41,151.54","41,589.89","41,151.54","","0.89%"
"09/26/2022","41,151.54","40,620.21","41,196.63","40,620.21","","1.31%"
"09/23/2022","40,620.21","40,927.95","41,128.83","40,514.33","","-0.75%"
"09/22/2022","40,927.95","40,965.58","40,986.95","40,417.92","","-0.09%"
"09/21/2022","40,965.58","41,220.91","41,357.75","40,871.82","","-0.62%"
"09/20/2022","41,220.91","41,520.59","41,642.02","41,078.71","","-0.72%"
"09/19/2022","41,520.59","41,679.49","41,896.62","41,504.64","","-0.38%"
"09/16/2022","41,679.49","41,772.09","41,916.86","41,603.48","","-0.22%"
"09/15/2022","41,772.09","42,011.82","42,311.63","41,724.81","","-0.39%"
"09/14/2022","41,937.62","42,001.34","42,084.45","41,912.84","","-0.15%"
"09/13/2022","42,001.34","41,862.29","42,092.72","41,862.29","","0.33%"
"09/12/2022","41,862.29","41,948.16","42,137.80","41,812.93","","-0.20%"
"09/09/2022","41,948.16","41,824.79","42,099.54","41,815.49","","0.29%"
"09/08/2022","41,824.79","41,766.05","41,936.93","41,676.94","","0.14%"
"09/07/2022","41,766.05","41,860.36","42,064.94","41,703.95","","-0.23%"
"09/06/2022","41,860.36","41,859.30","41,927.05","41,684.01","","0.00%"
"09/05/2022","41,859.30","42,309.11","42,388.34","41,859.10","","-1.06%"
"09/02/2022","42,309.11","42,460.08","42,568.66","42,238.22","","-0.36%"
"09/01/2022","42,460.08","42,351.15","42,667.53","42,351.15","","0.26%"
"08/31/2022","42,351.15","42,195.26","42,472.14","42,079.05","","0.37%"
"08/30/2022","42,195.25","42,504.34","43,052.27","42,106.02","","-0.73%"
"08/29/2022","42,504.34","42,591.51","42,591.51","41,828.13","","-0.20%"
"08/26/2022","42,591.51","43,032.57","43,201.21","42,547.72","","-1.02%"
"08/25/2022","43,032.57","43,337.97","43,457.55","42,961.10","","-0.70%"
"08/24/2022","43,337.97","43,366.77","43,684.11","43,299.48","","-0.07%"
"08/23/2022","43,366.78","42,826.66","43,419.59","42,826.66","","1.26%"
"08/22/2022","42,826.66","43,270.65","43,314.19","42,787.86","","-1.03%"
"08/19/2022","43,270.65","43,481.50","43,531.65","43,232.95","","-0.48%"
"08/18/2022","43,481.50","43,676.56","43,879.23","43,390.33","","-0.45%"
"08/17/2022","43,676.56","43,436.48","43,736.43","43,389.48","","0.55%"
"08/16/2022","43,436.48","43,621.82","43,887.62","43,379.79","","-0.42%"
"08/15/2022","43,621.82","42,857.57","43,659.04","42,857.57","","1.78%"
"08/12/2022","42,857.57","42,243.33","42,874.22","42,243.33","","1.45%"
"08/11/2022","42,243.33","42,494.85","42,678.94","42,215.73","","-0.59%"
"08/10/2022","42,494.85","42,096.24","42,776.47","42,096.24","","0.95%"
"08/05/2022","42,096.24","41,425.37","42,168.08","41,425.37","","1.62%"
"08/04/2022","41,425.37","41,068.87","41,609.90","41,068.87","","0.87%"
"08/03/2022","41,068.87","40,191.61","41,208.09","40,191.61","","2.18%"
"08/02/2022","40,191.61","40,075.96","40,458.09","39,762.50","","0.29%"
"08/01/2022","40,075.96","40,150.36","40,380.64","40,070.67","","-0.19%"
"07/29/2022","40,150.36","40,276.64","40,420.57","40,026.86","","-0.31%"
"07/28/2022","40,276.64","39,972.64","40,623.60","39,972.64","","0.76%"
"07/27/2022","39,972.64","39,894.05","40,097.19","39,605.10","","0.20%"
"07/26/2022","39,894.05","39,844.02","40,135.44","39,712.94","","0.13%"
"07/25/2022","39,844.02","40,077.30","40,077.30","39,720.80","","-0.58%"
"07/22/2022","40,077.30","39,831.75","40,180.78","39,541.09","","0.62%"
"07/21/2022","39,831.75","40,459.70","40,577.06","39,801.21","","-1.55%"
"07/20/2022","40,459.70","40,389.07","40,533.60","40,135.38","","0.17%"
"07/19/2022","40,389.07","41,367.11","41,551.53","40,216.38","","-2.36%"
"07/18/2022","41,367.11","42,074.91","42,074.91","41,275.08","","-1.68%"
"07/15/2022","42,074.91","42,348.91","42,499.48","42,027.37","","-0.65%"
